class_bot,tweets_count,followers_count,friends_count,favourites_count,listed_count,protected,verified,avg_tweet_length,avg_hashtags,avg_mentions,avg_retweets,max_favorite,num_reply,num_retweet,description_contains_bot,friends_followers_ratio,retweet_followers_ratio,favorites_followers_ratio,avg_mentions_status_ratio,avg_favorite_status_ratio,account_age,followers_account_age_ratio,friends_account_age_ratio
0,23606,475,68,7638,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.143157895,1.434784468,16.08,3.23E-05,1.84E-05,105303,0.004510793,0.000645756
0,4932,246,498,799,12,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.024390244,2.770417164,3.24796748,0.000154703,8.83E-05,105295,0.002336293,0.004729569
0,17229,271,418,1965,7,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.542435424,2.514843625,7.250922509,4.43E-05,2.53E-05,105293,0.00257377,0.003969875
0,14792,70,73,8,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.042857143,9.736037462,0.114285714,5.16E-05,2.94E-05,105292,0.000664818,0.00069331
0,8179,138,276,179,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2,4.938569727,1.297101449,9.33E-05,5.32E-05,105291,0.001310653,0.002621307
0,6753,295,647,2660,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.193220339,2.310246177,9.016949153,0.000112986,6.45E-05,105277,0.002802132,0.006145692
0,1047,135,159,1064,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.177777778,5.048315721,7.881481481,0.000728744,0.000415769,105251,0.001282648,0.001510674
0,19044,822,758,4960,67,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.922141119,0.829102947,6.03406326,4.01E-05,2.29E-05,105228,0.007811609,0.007203406
0,8818,325,1911,9742,10,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,5.88,2.096992684,29.97538462,8.65E-05,4.94E-05,105200,0.003089354,0.018165399
0,29921,564,716,2015,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.269503546,1.208373444,3.572695035,2.55E-05,1.45E-05,105192,0.005361624,0.006806601
0,8254,304,304,686,2,1,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1,2.241850731,2.256578947,9.24E-05,5.27E-05,105109,0.002892236,0.002892236
0,484,70,456,6,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,6.514285714,9.736037462,0.085714286,0.001576437,0.000899402,105105,0.000666001,0.004338519
0,4918,183,514,7683,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.808743169,3.724167335,41.98360656,0.000155143,8.85E-05,105100,0.001741199,0.00489058
0,215,37,112,66,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.027027027,18.41953033,1.783783784,0.003548816,0.002024699,105081,0.000352109,0.001065844
0,1801,360,369,256,8,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.025,1.893118395,0.711111111,0.000423651,0.000241705,105046,0.00342707,0.003512747
0,2855,109,278,517,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.550458716,6.252501122,4.743119266,0.000267249,0.000152473,105040,0.0010377,0.002646611
0,2298,81,211,1363,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.604938272,8.413859535,16.82716049,0.000332026,0.00018943,104994,0.000771473,0.002009639
0,50769,11066,879,18862,45,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.079432496,0.06158708,1.704500271,1.50E-05,8.57E-06,104976,0.105414571,0.008373342
0,10772,830,1048,6816,31,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.262650602,0.821111593,8.212048193,7.08E-05,4.04E-05,104969,0.007907096,0.0099839
0,741,56,253,5,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,4.517857143,12.17004683,0.089285714,0.001029683,0.000587463,104954,0.000533567,0.00241058
0,22328,777,246,5071,29,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.316602317,0.877120492,6.526383526,3.42E-05,1.95E-05,104946,0.007403808,0.002344063
0,13572,701,708,6970,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.009985735,0.972214868,9.942938659,5.62E-05,3.21E-05,104921,0.006681217,0.006747934
0,17862,564,1085,66,21,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.923758865,1.208373444,0.117021277,4.27E-05,2.44E-05,104888,0.005377164,0.010344367
0,20897,295,270,384,1,1,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.915254237,2.310246177,1.301694915,3.65E-05,2.08E-05,104801,0.002814859,0.002576311
0,460,81,345,98,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,4.259259259,8.413859535,1.209876543,0.001658686,0.000946327,104795,0.000772938,0.003292142
0,73262,1020,741,16004,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.726470588,0.668159434,15.69019608,1.04E-05,5.94E-06,104780,0.009734682,0.00707196
0,16761,152,91,107,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.598684211,4.483701463,0.703947368,4.55E-05,2.60E-05,104731,0.001451337,0.000868893
0,43988,826,346,51105,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.418886199,0.825087921,61.87046005,1.73E-05,9.90E-06,104727,0.007887173,0.003303828
0,4032,66,162,259,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.454545455,10.32610034,3.924242424,0.000189235,0.000107964,104719,0.000630258,0.001546997
0,11551,34,0,110,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0,20.04478301,3.235294118,6.61E-05,3.77E-05,104711,0.000324703,0
0,35914,771,392,4718,9,1,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.50843061,0.883946332,6.119325551,2.12E-05,1.21E-05,104690,0.0073646,0.003744388
0,13276,248,201,297,13,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.810483871,2.74807509,1.197580645,5.75E-05,3.28E-05,104686,0.002368989,0.001920028
0,36705,599,256,76,8,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.427378965,1.137767316,0.12687813,2.08E-05,1.19E-05,104674,0.005722529,0.002445689
0,53520,1092,983,1881,74,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.90018315,0.624104966,1.722527473,1.43E-05,8.13E-06,104674,0.01043239,0.009391062
0,2297,284,1356,921,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,4.774647887,2.399727543,3.242957746,0.00033217,0.000189513,104654,0.002713704,0.012956982
0,4836,146,137,652,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.938356164,4.667963167,4.465753425,0.000157774,9.00E-05,104649,0.00139514,0.001309138
0,16799,765,1995,18796,20,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.607843137,0.890879245,24.56993464,4.54E-05,2.59E-05,104647,0.007310291,0.019064092
0,3233,119,394,187,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.31092437,5.72708086,1.571428571,0.000236002,0.000134646,104641,0.001137222,0.003765255
0,2102,318,523,841,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.644654088,2.1431529,2.644654088,0.000362985,0.000207093,104626,0.003039397,0.004998757
0,1550,67,88,79,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.313432836,10.17197944,1.179104478,0.000492255,0.000280845,104597,0.000640554,0.000841324
0,32308,769,692,370,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.899869961,0.886245283,0.481144343,2.36E-05,1.35E-05,104594,0.007352238,0.006616058
0,5171,241,193,337,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.800829876,2.827894699,1.398340249,0.000147553,8.42E-05,104582,0.002304412,0.001845442
0,23704,1112,1549,53,25,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.392985612,0.612880056,0.047661871,3.22E-05,1.84E-05,104553,0.010635754,0.014815452
0,12528,1053,880,332,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.835707502,0.647219964,0.315289649,6.09E-05,3.47E-05,104546,0.010072121,0.008417347
0,12778,696,2000,94,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.873563218,0.97919917,0.135057471,5.97E-05,3.41E-05,104545,0.00665742,0.019130518
0,128568,2431,1652,120,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.679555738,0.280346616,0.049362402,5.93E-06,3.39E-06,104543,0.023253589,0.01580211
0,11644,1884,337,361,41,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.178874735,0.361742369,0.191613588,6.55E-05,3.74E-05,104536,0.018022499,0.00322377
0,257,127,132,46,9,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.039370079,5.366319861,0.362204724,0.002968854,0.001693815,104520,0.001215078,0.001262916
0,101,18,19,19,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.055555556,37.86236791,1.055555556,0.00755441,0.004310003,104516,0.000172222,0.00018179
0,427,75,77,279,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.026666667,9.086968298,3.72,0.001786874,0.001019462,104464,0.000717951,0.000737096
0,12171,436,773,56528,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.77293578,1.563125281,129.6513761,6.27E-05,3.58E-05,104448,0.004174326,0.007400812
0,72530,2075,489,53707,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.235662651,0.328444637,25.88289157,1.05E-05,6.00E-06,104432,0.019869389,0.004682473
0,17126,400,192,4980,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.48,1.703806556,12.45,4.46E-05,2.54E-05,104426,0.003830464,0.001838623
0,6073,221,308,471,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.393665158,3.083812771,2.131221719,0.000125637,7.17E-05,104414,0.002116574,0.002949796
0,6070,2551,1294,4683,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.507252058,0.267159005,1.835750686,0.000125699,7.17E-05,104393,0.024436504,0.012395467
0,1618,229,295,560,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.288209607,2.97608132,2.445414847,0.000471567,0.000269042,104390,0.002193697,0.002825941
0,27337,1045,106,305,19,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.101435407,0.652174758,0.291866029,2.79E-05,1.59E-05,104370,0.010012456,0.001015618
0,234,322,234,1,8,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.726708075,2.116529883,0.00310559,0.003260664,0.001860301,104310,0.003086952,0.002243313
0,4333,108,368,5405,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.407407407,6.310394651,50.0462963,0.000176089,0.000100464,104289,0.001035584,0.003528656
0,6250,227,453,1993,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.995594714,3.002302301,8.779735683,0.000122079,6.96E-05,104279,0.002176852,0.004344115
0,24073,614,595,5632,9,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.969055375,1.109971698,9.172638436,3.17E-05,1.81E-05,104268,0.005888672,0.005706449
0,938,189,409,76,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.164021164,3.605939801,0.402116402,0.000813428,0.000464084,104261,0.001812758,0.003922847
0,498,154,335,718,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.175324675,4.425471574,4.662337662,0.001532119,0.000874117,104259,0.001477091,0.003213152
0,2394,860,228,97,52,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.265116279,0.792468166,0.112790698,0.000318712,0.000181834,104255,0.008249005,0.002186945
0,13340,244,415,2,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.700819672,2.793125501,0.008196721,5.72E-05,3.26E-05,104224,0.002341111,0.003981808
0,160,165,574,31,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.478787879,4.130440135,0.187878788,0.004768721,0.00272069,104177,0.001583843,0.005509853
0,98934,390,374,52,0,1,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.958974359,1.747493903,0.133333333,7.71E-06,4.40E-06,104136,0.003745103,0.003591457
0,6356,356,818,31,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.297752809,1.914389389,0.087078652,0.000120043,6.85E-05,104134,0.003418672,0.007855263
0,3446,79,116,555,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.46835443,8.626868637,7.025316456,0.000221415,0.000126323,104055,0.000759214,0.001114795
0,5679,992,2002,982,282,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.018145161,0.687018773,0.989919355,0.000134354,7.67E-05,104046,0.009534244,0.019241489
0,1024,92,137,43,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.489130435,7.407854591,0.467391304,0.000745113,0.000425108,104044,0.000884241,0.001316751
0,49648,592,392,2313,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.662162162,1.151220646,3.907094595,1.54E-05,8.77E-06,104038,0.005690229,0.003767854
0,135,208,263,43,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.264423077,3.276551069,0.206730769,0.005651818,0.003224521,103975,0.002000481,0.002529454
0,55940,16100,261,402,189,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.01621118,0.042330598,0.024968944,1.36E-05,7.78E-06,103972,0.154849383,0.002510291
0,24676,2049,379,24,23,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.184968277,0.33261231,0.011713031,3.09E-05,1.76E-05,103932,0.019714814,0.003646615
0,230,78,153,6,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.961538462,8.737469517,0.076923077,0.003317371,0.001892654,103915,0.000750613,0.001472357
0,7602,2605,2580,63,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.990403071,0.261620968,0.024184261,0.000100368,5.73E-05,103911,0.025069531,0.02482894
0,3141,399,99,31,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.248120301,1.708076748,0.077694236,0.000242915,0.00013859,103805,0.003843745,0.000953711
0,32805,610,591,290,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.968852459,1.117250201,0.475409836,2.33E-05,1.33E-05,103795,0.005876969,0.005693916
0,41690,3174,772,607,57,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.243226213,0.214720423,0.191241336,1.83E-05,1.04E-05,103760,0.030589823,0.007440247
0,24475,933,1972,4642,40,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.113612004,0.73046369,4.975348339,3.12E-05,1.78E-05,103733,0.008994245,0.019010344
0,252,32,606,3,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,18.9375,21.29758195,0.09375,0.00302776,0.001727422,103696,0.000308594,0.005844006
0,7738,243,297,1329,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.222222222,2.804619845,5.469135802,9.86E-05,5.63E-05,103677,0.002343818,0.002864666
0,115585,3877,4241,11610,128,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.093887026,0.175786077,2.994583441,6.60E-06,3.77E-06,103675,0.037395708,0.04090668
0,21061,248,290,2665,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.169354839,2.74807509,10.74596774,3.62E-05,2.07E-05,103670,0.002392206,0.002797338
0,18542,822,314,1765,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.381995134,0.829102947,2.147201946,4.11E-05,2.35E-05,103659,0.007929847,0.003029163
0,908,190,218,452,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.147368421,3.58696117,2.378947368,0.000840303,0.000479417,103647,0.001833145,0.002103293
0,6509,315,317,4396,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.006349206,2.16356388,13.95555556,0.000117222,6.69E-05,103597,0.003040629,0.003059934
0,57117,1732,1094,5807,110,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.631639723,0.393488812,3.352771363,1.34E-05,7.62E-06,103579,0.016721536,0.010561987
0,7051,189,206,2449,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.08994709,3.605939801,12.95767196,0.000108211,6.17E-05,103548,0.00182524,0.001989416
0,468,148,523,473,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.533783784,4.604882583,3.195945946,0.001630332,0.00093015,103541,0.001429385,0.005051139
0,17707,1025,529,9343,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.516097561,0.664900119,9.115121951,4.31E-05,2.46E-05,103503,0.009903095,0.005110963
0,12043,824,241,35,7,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.292475728,0.827090561,0.042475728,6.34E-05,3.61E-05,103502,0.007961199,0.002328457
0,48673,678,250,357,85,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.368731563,1.005195608,0.526548673,1.57E-05,8.94E-06,103483,0.006551801,0.002415856
0,14009,159,182,341,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.144654088,4.286305801,2.144654088,5.45E-05,3.11E-05,103462,0.001536796,0.0017591
0,1350,227,786,33,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.462555066,3.002302301,0.145374449,0.000565182,0.000322452,103459,0.002194106,0.007597212
0,1268,275,369,549,15,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.341818182,2.478264081,1.996363636,0.000601731,0.000343305,103407,0.002659394,0.003568424
0,126607,1002,506,1071,13,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.50499002,0.680162298,1.068862275,6.03E-06,3.44E-06,103402,0.009690335,0.004893522
0,4519,176,229,3720,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.301136364,3.872287627,21.13636364,0.000168842,9.63E-05,103356,0.001702852,0.002215643
0,367,279,196,6,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.702508961,2.442733413,0.021505376,0.002079007,0.001186132,103338,0.002699878,0.001896689
0,24928,832,169,4715,14,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.203125,0.819137767,5.667067308,3.06E-05,1.75E-05,103325,0.008052262,0.001635616
0,5090,232,492,339,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.120689655,2.93759751,1.461206897,0.000149901,8.55E-05,103323,0.002245386,0.004761766
0,14621,187,513,140,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.743315508,3.644506002,0.748663102,5.22E-05,2.98E-05,103322,0.001809876,0.004965061
0,20641,7665,2576,538,23,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.336073059,0.088913584,0.070189172,3.70E-05,2.11E-05,103295,0.074204947,0.024938284
0,13698,334,223,14881,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.667664671,2.040486893,44.55389222,5.57E-05,3.18E-05,103284,0.003233802,0.002159095
0,328921,59178,32791,9539,2083,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.554107946,0.011516486,0.161191659,2.32E-06,1.32E-06,103283,0.572969414,0.317486905
0,185456,481,188,15353,23,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.390852391,1.416886949,31.91891892,4.11E-06,2.35E-06,103272,0.004657603,0.001820435
0,4596,325,180,2791,3,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.553846154,2.096992684,8.587692308,0.000166013,9.47E-05,103271,0.00314706,0.001742987
0,72807,555,419,71,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.754954955,1.227968689,0.127927928,1.05E-05,5.98E-06,103263,0.005374626,0.0040576
0,1044,240,146,167,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.608333333,2.839677593,0.695833333,0.000730839,0.000416964,103251,0.002324433,0.00141403
0,16780,296,408,1813,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.378378378,2.302441292,6.125,4.55E-05,2.59E-05,103188,0.002868551,0.003953948
0,43,14,57,10,1,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,4.071428571,48.68018731,0.714285714,0.017744079,0.010123496,103180,0.000135685,0.000552433
0,3494,146,300,272,11,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.054794521,4.667963167,1.863013699,0.000218373,0.000124588,103167,0.001415181,0.002907907
0,24704,300,2000,12269,9,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,6.666666667,2.271742074,40.89666667,3.09E-05,1.76E-05,103165,0.002907963,0.01938642
0,5290,371,539,323,14,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.452830189,1.8369882,0.870619946,0.000144234,8.23E-05,103159,0.00359639,0.005224944
0,850,41,112,115,2,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.731707317,16.62250298,2.804878049,0.000897642,0.00051213,103109,0.000397637,0.001086229
0,543,29,46,336,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,1.586206897,23.50078008,11.5862069,0.001405148,0.000801677,103108,0.000281258,0.000446134
0,31248,3205,2377,3650,282,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.741653666,0.212643564,1.138845554,2.44E-05,1.39E-05,103096,0.03108753,0.023056181
0,8860,178,493,715,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.769662921,3.828778777,4.016853933,8.61E-05,4.91E-05,103095,0.001726563,0.004781997
0,934,54,154,66,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.851851852,12.6207893,1.222222222,0.000816912,0.000466071,103050,0.000524017,0.00149442
0,26095,674,181,443,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.268545994,1.011161161,0.65727003,2.92E-05,1.67E-05,103038,0.006541276,0.001756633
0,498,235,570,9,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,2.425531915,2.900096265,0.038297872,0.001532119,0.000874117,103034,0.002280801,0.005532154
0,30131,671,469,165,4,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.698956781,1.015682001,0.245901639,2.53E-05,1.44E-05,103033,0.006512477,0.00455194
0,9,7,28,0,0,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,4,97.36037462,0,0.084777266,0.048367817,102996,6.80E-05,0.000271855
0,7259,863,819,19271,5,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.949015064,0.789713352,22.33024334,0.00010511,6.00E-05,102987,0.008379698,0.00795246
0,8922,26510,581,1595,26,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.021916258,0.025708134,0.060165975,8.55E-05,4.88E-05,102975,0.257441126,0.005642146
0,51961,1401,1335,48065,9,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,0.952890792,0.486454406,34.3076374,1.47E-05,8.38E-06,102959,0.013607358,0.012966326
0,4202,61,185,365,6,0,0,71.84255457,0.26766095,0.762995395,829.5254803,40.24746076,765.3462604,681.5226223,0,3.032786885,11.17250201,5.983606557,0.000181579,0.000103596,102931,0.00059263,0.001797321
